movieId,title,genres
502,Next Karate Kid The (1994),Action|Children|Romance
504,No Escape (1994),Action|Drama|Sci-Fi
507,Perfect World A (1993),Crime|Drama|Thriller
508,Philadelphia (1993),Drama
509,Piano The (1993),Drama|Romance
511,Program The (1993),Action|Drama
515,Remains of the Day The (1993),Drama|Romance
516,Renaissance Man (1994),Comedy|Drama
517,Rising Sun (1993),Action|Drama|Mystery
518,Road to Wellville The (1994),Comedy
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
520,Robin Hood: Men in Tights (1993),Comedy
521,Romeo Is Bleeding (1993),Crime|Thriller
524,Rudy (1993),Drama
527,Schindler's List (1993),Drama|War
529,Searching for Bobby Fischer (1993),Drama
531,Secret Garden The (1993),Children|Drama
532,Serial Mom (1994),Comedy|Crime|Horror
533,Shadow The (1994),Action|Adventure|Fantasy|Mystery
534,Shadowlands (1993),Drama|Romance
535,Short Cuts (1993),Drama
539,Sleepless in Seattle (1993),Comedy|Drama|Romance
540,Sliver (1993),Thriller
541,Blade Runner (1982),Action|Sci-Fi|Thriller
542,Son in Law (1993),Comedy|Drama|Romance
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
544,Striking Distance (1993),Action|Crime
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
548,Terminal Velocity (1994),Action|Mystery|Thriller
550,Threesome (1994),Comedy|Romance
551,Nightmare Before Christmas The (1993),Animation|Children|Fantasy|Musical
552,Three Musketeers The (1993),Action|Adventure|Comedy|Romance
553,Tombstone (1993),Action|Drama|Western
555,True Romance (1993),Crime|Thriller
556,War Room The (1993),Documentary
558,Pagemaster The (1994),Action|Adventure|Animation|Children|Fantasy
562,Welcome to the Dollhouse (1995),Comedy|Drama
565,Cronos (1993),Drama|Horror
568,Bhaji on the Beach (1993),Comedy|Drama
569,Little Big League (1994),Comedy|Drama
574,Spanking the Monkey (1994),Comedy|Drama
585,Brady Bunch Movie The (1995),Comedy
586,Home Alone (1990),Children|Comedy
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi
590,Dances with Wolves (1990),Adventure|Drama|Western
592,Batman (1989),Action|Crime|Thriller
593,Silence of the Lambs The (1991),Crime|Horror|Thriller
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
596,Pinocchio (1940),Animation|Children|Fantasy|Musical
597,Pretty Woman (1990),Comedy|Romance
599,Wild Bunch The (1969),Adventure|Western
603,Bye Bye Love (1995),Comedy
605,One Fine Day (1996),Drama|Romance
606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
608,Fargo (1996),Comedy|Crime|Drama|Thriller
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
612,Pallbearer The (1996),Comedy
616,Aristocats The (1970),Animation|Children
618,Two Much (1995),Comedy|Romance
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
637,Sgt. Bilko (1996),Comedy
640,Diabolique (1996),Drama|Thriller
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
650,Moll Flanders (1996),Drama
653,Dragonheart (1996),Action|Adventure|Fantasy
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
662,Fear (1996),Thriller
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
674,Barbarella (1968),Adventure|Comedy|Sci-Fi
680,Alphaville (1965),Drama|Mystery|Romance|Sci-Fi|Thriller
692,Solo (1996),Action|Sci-Fi|Thriller
694,Substitute The (1996),Action|Crime|Drama
700,Angus (1995),Comedy
704,Quest The (1996),Action|Adventure
708,Truth About Cats & Dogs The (1996),Comedy|Romance
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
710,Celtic Pride (1996),Comedy
714,Dead Man (1995),Drama|Mystery|Western
718,Visitors The (1993),Comedy|Fantasy|Sci-Fi
719,Multiplicity (1996),Comedy
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
724,Craft The (1996),Drama|Fantasy|Horror|Thriller
731,Heaven's Prisoners (1996),Crime|Thriller
733,Rock The (1996),Action|Adventure|Thriller
736,Twister (1996),Action|Adventure|Romance|Thriller
737,Barb Wire (1996),Action|Sci-Fi
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
742,Thinner (1996),Horror|Thriller
743,Spy Hard (1996),Comedy
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
747,Stupids The (1996),Comedy
748,Arrival The (1996),Action|Sci-Fi|Thriller
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children
759,Maya Lin: A Strong Clear Vision (1994),Documentary
761,Phantom The (1996),Action|Adventure
762,Striptease (1996),Comedy|Crime
765,Jack (1996),Comedy|Drama
766,I Shot Andy Warhol (1996),Drama
774,Wend Kuuni (a.k.a. God's Gift) (1982),Drama
778,Trainspotting (1996),Comedy|Crime|Drama
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
781,Stealing Beauty (1996),Drama
783,Hunchback of Notre Dame The (1996),Animation|Children|Drama|Musical|Romance
784,Cable Guy The (1996),Comedy|Thriller
785,Kingpin (1996),Comedy
786,Eraser (1996),Action|Drama|Thriller
788,Nutty Professor The (1996),Comedy|Fantasy|Romance|Sci-Fi
798,Daylight (1996),Action|Adventure|Drama|Thriller
799,Frighteners The (1996),Comedy|Horror|Thriller
800,Lone Star (1996),Drama|Mystery|Western
801,Harriet the Spy (1996),Children|Comedy
802,Phenomenon (1996),Drama|Romance
803,Walking and Talking (1996),Comedy|Drama|Romance
805,Time to Kill A (1996),Drama|Thriller
806,American Buffalo (1996),Crime|Drama
809,Fled (1996),Action|Adventure
810,Kazaam (1996),Children|Comedy|Fantasy
818,Very Brady Sequel A (1996),Comedy
830,First Wives Club The (1996),Comedy
832,Ransom (1996),Crime|Thriller
835,Foxfire (1996),Drama
836,Chain Reaction (1996),Action|Adventure|Thriller
837,Matilda (1996),Children|Comedy|Fantasy
838,Emma (1996),Comedy|Drama|Romance
842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror
848,Spitfire Grill The (1996),Drama
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
852,Tin Cup (1996),Comedy|Drama|Romance
858,Godfather The (1972),Crime|Drama
862,Manny & Lo (1996),Drama
866,Bound (1996),Crime|Drama|Romance|Thriller
885,Bogus (1996),Children|Drama|Fantasy
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller
892,Twelfth Night (1996),Comedy|Drama|Romance
893,Mother Night (1996),Drama
898,Philadelphia Story The (1940),Comedy|Drama|Romance
899,Singin' in the Rain (1952),Comedy|Musical|Romance
902,Breakfast at Tiffany's (1961),Drama|Romance
903,Vertigo (1958),Drama|Mystery|Romance|Thriller
904,Rear Window (1954),Mystery|Thriller
905,It Happened One Night (1934),Comedy|Romance
907,Gay Divorcee The (1934),Comedy|Musical|Romance
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
909,Apartment The (1960),Comedy|Drama|Romance
910,Some Like It Hot (1959),Comedy|Crime
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
912,Casablanca (1942),Drama|Romance
913,Maltese Falcon The (1941),Film-Noir|Mystery
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance
915,Sabrina (1954),Comedy|Romance
916,Roman Holiday (1953),Comedy|Drama|Romance
919,Wizard of Oz The (1939),Adventure|Children|Fantasy|Musical
920,Gone with the Wind (1939),Drama|Romance|War
921,My Favorite Year (1982),Comedy
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
923,Citizen Kane (1941),Drama|Mystery
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
926,All About Eve (1950),Drama
928,Rebecca (1940),Drama|Mystery|Romance|Thriller
929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller
930,Notorious (1946),Film-Noir|Romance|Thriller
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
934,Father of the Bride (1950),Comedy
935,Band Wagon The (1953),Comedy|Musical
936,Ninotchka (1939),Comedy|Romance
940,Adventures of Robin Hood The (1938),Action|Adventure|Romance
941,Mark of Zorro The (1940),Adventure
942,Laura (1944),Crime|Film-Noir|Mystery
943,Ghost and Mrs. Muir The (1947),Drama|Fantasy|Romance
944,Lost Horizon (1937),Drama
945,Top Hat (1935),Comedy|Musical|Romance
948,Giant (1956),Drama|Romance|Western
949,East of Eden (1955),Drama
950,Thin Man The (1934),Comedy|Crime
951,His Girl Friday (1940),Comedy|Romance
952,Around the World in 80 Days (1956),Adventure|Comedy
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
954,Mr. Smith Goes to Washington (1939),Drama
955,Bringing Up Baby (1938),Comedy|Romance
965,39 Steps The (1935),Drama|Mystery|Thriller
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller
969,African Queen The (1951),Adventure|Comedy|Romance|War
971,Cat on a Hot Tin Roof (1958),Drama
986,Fly Away Home (1996),Adventure|Children
994,Big Night (1996),Comedy|Drama
996,Last Man Standing (1996),Action|Crime|Drama|Thriller
1005,D3: The Mighty Ducks (1996),Children|Comedy
1007,Apple Dumpling Gang The (1975),Children|Comedy|Western
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy
1010,Love Bug The (1969),Children|Comedy
1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance
1012,Old Yeller (1957),Children|Drama
1013,Parent Trap The (1961),Children|Comedy|Romance
1016,Shaggy Dog The (1959),Children|Comedy
1017,Swiss Family Robinson (1960),Adventure|Children
1020,Cool Runnings (1993),Comedy
1021,Angels in the Outfield (1994),Children|Comedy
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
1024,Three Caballeros The (1945),Animation|Children|Musical
1025,Sword in the Stone The (1963),Animation|Children|Fantasy|Musical
1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
1029,Dumbo (1941),Animation|Children|Drama|Musical
1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical
1033,Fox and the Hound The (1981),Animation|Children|Drama
1034,Freeway (1996),Comedy|Crime|Drama|Thriller
1035,Sound of Music The (1965),Musical|Romance
1036,Die Hard (1988),Action|Crime|Thriller
1037,Lawnmower Man The (1992),Action|Horror|Sci-Fi|Thriller
1041,Secrets & Lies (1996),Drama
1042,That Thing You Do! (1996),Comedy|Drama
1047,Long Kiss Goodnight The (1996),Action|Drama|Thriller
1051,Trees Lounge (1996),Drama
1053,Normal Life (1996),Crime|Drama|Romance
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
1060,Swingers (1996),Comedy|Drama
1061,Sleepers (1996),Thriller
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
1077,Sleeper (1973),Comedy|Sci-Fi
1078,Bananas (1971),Comedy|War
1079,Fish Called Wanda A (1988),Comedy|Crime
1080,Monty Python's Life of Brian (1979),Comedy
1081,Victor/Victoria (1982),Comedy|Musical|Romance
1084,Bonnie and Clyde (1967),Crime|Drama
1086,Dial M for Murder (1954),Crime|Mystery|Thriller
1088,Dirty Dancing (1987),Drama|Musical|Romance
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller
1090,Platoon (1986),Drama|War
1091,Weekend at Bernie's (1989),Comedy
1092,Basic Instinct (1992),Crime|Mystery|Thriller
1093,Doors The (1991),Drama
1094,Crying Game The (1992),Drama|Romance|Thriller
1095,Glengarry Glen Ross (1992),Drama
1096,Sophie's Choice (1982),Drama
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
1099,Christmas Carol A (1938),Children|Drama|Fantasy
1100,Days of Thunder (1990),Action|Drama|Romance
1101,Top Gun (1986),Action|Romance
1103,Rebel Without a Cause (1955),Drama
1104,Streetcar Named Desire A (1951),Drama
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
1114,Funeral The (1996),Crime|Drama
1120,People vs. Larry Flynt The (1996),Comedy|Drama
1125,Return of the Pink Panther The (1975),Comedy|Crime
1126,Drop Dead Fred (1991),Comedy|Fantasy
1127,Abyss The (1989),Action|Adventure|Sci-Fi|Thriller
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
1130,Howling The (1980),Horror|Mystery
1131,Jean de Florette (1986),Drama|Mystery
1135,Private Benjamin (1980),Comedy
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1147,When We Were Kings (1996),Documentary
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
1150,Return of Martin Guerre The (1982),Drama
1163,Mina Tannenbaum (1994),Drama
1171,Bob Roberts (1992),Comedy
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
1175,Delicatessen (1991),Comedy|Drama|Romance
1177,Enchanted April (1992),Drama|Romance
1178,Paths of Glory (1957),Drama|War
1179,Grifters The (1990),Crime|Drama|Film-Noir
1183,English Patient The (1996),Drama|Romance|War
1186,Sex Lies and Videotape (1989),Drama
1188,Strictly Ballroom (1992),Comedy|Romance
1189,Thin Blue Line The (1988),Documentary
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance
